Facility_ID,Service_Level_1,Service_Level_2
523GD,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
523GD,Outpatient Medical Specialty Care,Endocrinology
523GD,Outpatient Medical Specialty Care,Internal Medicine
523GD,Outpatient Medical Specialty Care,
523GD,Primary Care ,
523GD,Wellness & Preventative Care,Eating Right: Diet & Nutrition
523GD,Wellness & Preventative Care,
608,Audiology,
608,Dental Services ,
608,Diagnostic Services,Imaging & Radiology
608,Diagnostic Services,Lab Services
608,Diagnostic Services,Nuclear Medicine 
608,Diagnostic Services,
608,Extended Care ,Outpatient Geriatric Medicine
608,Extended Care ,
608,Eye (Vision) Care,Optometry
608,Eye (Vision) Care,
608,Mental Health Care ,Outpatient Mental Health Care
608,Mental Health Care ,Outpatient Specialized Mental Health Care 
608,Mental Health Care ,Vocational Assistance (Vocational Counselling &/or
608,Mental Health Care ,
608,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
608,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
608,Outpatient Medical Specialty Care,Diabetes
608,Outpatient Medical Specialty Care,Endocrinology
608,Outpatient Medical Specialty Care,Gastroenterology
608,Outpatient Medical Specialty Care,Infectious Disease
608,Outpatient Medical Specialty Care,Internal Medicine
608,Outpatient Medical Specialty Care,Neurology
608,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
608,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
608,Outpatient Medical Specialty Care,Rheumatology/Arthritis
608,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
608,Outpatient Medical Specialty Care,
608,Outpatient Surgical Specialty Care , Podiatry
608,Outpatient Surgical Specialty Care ,ENT (Ears/Nose/Throat)
608,Outpatient Surgical Specialty Care ,General Surgery
608,Outpatient Surgical Specialty Care ,Gynecology
608,Outpatient Surgical Specialty Care ,Orthopedics
608,Outpatient Surgical Specialty Care ,Pain Management Clinic 
608,Outpatient Surgical Specialty Care ,Urology
608,Outpatient Surgical Specialty Care ,
608,Primary Care ,
608,Rehabilitation Care & Services ,Amputation System of Care Services
608,Rehabilitation Care & Services ,Audiology
608,Rehabilitation Care & Services ,Compensated Work Therapy
608,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
608,Rehabilitation Care & Services ,Poly-trauma/Traumatic Brain Injury (TBI)
608,Rehabilitation Care & Services ,Speech Pathology
608,Rehabilitation Care & Services ,Spinal Cord Injury
608,Rehabilitation Care & Services ,
608,Wellness & Preventative Care,Eating Right: Diet & Nutrition
608,Wellness & Preventative Care,Weight Management Services/MOVE! 
608,Wellness & Preventative Care,
608GA,Audiology,
608GA,Mental Health Care ,Outpatient Mental Health Care
608GA,Mental Health Care ,
608GA,Outpatient Medical Specialty Care,Diabetes
608GA,Outpatient Medical Specialty Care,
608GA,Primary Care ,
608GA,Rehabilitation Care & Services ,Audiology
608GA,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
608GA,Rehabilitation Care & Services ,
608GA,Wellness & Preventative Care,Eating Right: Diet & Nutrition
608GA,Wellness & Preventative Care,
608GC,Mental Health Care ,Outpatient Mental Health Care
608GC,Mental Health Care ,
608GC,Outpatient Medical Specialty Care,Diabetes
608GC,Outpatient Medical Specialty Care,
608GC,Outpatient Surgical Specialty Care , Podiatry
608GC,Outpatient Surgical Specialty Care ,
608GC,Primary Care ,
608GC,Wellness & Preventative Care,Eating Right: Diet & Nutrition
608GC,Wellness & Preventative Care,
608GD,Mental Health Care ,Outpatient Mental Health Care
608GD,Mental Health Care ,
608GD,Primary Care ,
608GD,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
608GD,Rehabilitation Care & Services ,
608GD,Wellness & Preventative Care,Eating Right: Diet & Nutrition
608GD,Wellness & Preventative Care,
608HA,Mental Health Care ,Outpatient Mental Health Care
608HA,Mental Health Care ,
608HA,Outpatient Medical Specialty Care,Diabetes
608HA,Outpatient Medical Specialty Care,Endocrinology
608HA,Outpatient Medical Specialty Care,
608HA,Outpatient Surgical Specialty Care ,Urology
608HA,Outpatient Surgical Specialty Care ,
608HA,Primary Care ,
608HA,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
608HA,Rehabilitation Care & Services ,
608HA,Wellness & Preventative Care,Eating Right: Diet & Nutrition
608HA,Wellness & Preventative Care,
631,Audiology,
631,Dental Services ,
631,Diagnostic Services,Imaging & Radiology
631,Diagnostic Services,Lab Services
631,Diagnostic Services,
631,Extended Care ,Outpatient Geriatric Medicine
631,Extended Care ,
631,Eye (Vision) Care,Optometry
631,Eye (Vision) Care,
631,Mental Health Care ,Outpatient Mental Health Care
631,Mental Health Care ,Outpatient Specialized Mental Health Care 
631,Mental Health Care ,Vocational Assistance (Vocational Counselling &/or
631,Mental Health Care ,
631,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
631,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
631,Outpatient Medical Specialty Care,Diabetes
631,Outpatient Medical Specialty Care,Endocrinology
631,Outpatient Medical Specialty Care,Infectious Disease
631,Outpatient Medical Specialty Care,Internal Medicine
631,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
631,Outpatient Medical Specialty Care,Neurology
631,Outpatient Medical Specialty Care,Rheumatology/Arthritis
631,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
631,Outpatient Medical Specialty Care,
631,Outpatient Surgical Specialty Care , Podiatry
631,Outpatient Surgical Specialty Care ,General Surgery
631,Outpatient Surgical Specialty Care ,Pain Management Clinic 
631,Outpatient Surgical Specialty Care ,Urology
631,Outpatient Surgical Specialty Care ,
631,Primary Care ,
631,Rehabilitation Care & Services ,Amputation System of Care Services
631,Rehabilitation Care & Services ,Audiology
631,Rehabilitation Care & Services ,Compensated Work Therapy
631,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
631,Rehabilitation Care & Services ,Poly-trauma/Traumatic Brain Injury (TBI)
631,Rehabilitation Care & Services ,Speech Pathology
631,Rehabilitation Care & Services ,Spinal Cord Injury
631,Rehabilitation Care & Services ,
631,Wellness & Preventative Care,Eating Right: Diet & Nutrition
631,Wellness & Preventative Care,Weight Management Services/MOVE! 
631,Wellness & Preventative Care,
631BY,Diagnostic Services,Lab Services
631BY,Diagnostic Services,
631BY,Mental Health Care ,Outpatient Mental Health Care
631BY,Mental Health Care ,Outpatient Specialized Mental Health Care 
631BY,Mental Health Care ,
631BY,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
631BY,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
631BY,Outpatient Medical Specialty Care,Diabetes
631BY,Outpatient Medical Specialty Care,Endocrinology
631BY,Outpatient Medical Specialty Care,Infectious Disease
631BY,Outpatient Medical Specialty Care,Internal Medicine
631BY,Outpatient Medical Specialty Care,Neurology
631BY,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
631BY,Outpatient Medical Specialty Care,
631BY,Outpatient Surgical Specialty Care , Podiatry
631BY,Outpatient Surgical Specialty Care ,Plastic Surgery
631BY,Outpatient Surgical Specialty Care ,Urology
631BY,Outpatient Surgical Specialty Care ,
631BY,Primary Care ,
631BY,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
631BY,Rehabilitation Care & Services ,
631BY,Wellness & Preventative Care,Eating Right: Diet & Nutrition
631BY,Wellness & Preventative Care,Weight Management Services/MOVE! 
631BY,Wellness & Preventative Care,
631GC,Mental Health Care ,Outpatient Mental Health Care
631GC,Mental Health Care ,Outpatient Specialized Mental Health Care 
631GC,Mental Health Care ,
631GC,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
631GC,Outpatient Medical Specialty Care,Diabetes
631GC,Outpatient Medical Specialty Care,Endocrinology
631GC,Outpatient Medical Specialty Care,Internal Medicine
631GC,Outpatient Medical Specialty Care,Neurology
631GC,Outpatient Medical Specialty Care,Rheumatology/Arthritis
631GC,Outpatient Medical Specialty Care,
631GC,Primary Care ,
631GC,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
631GC,Rehabilitation Care & Services ,
631GC,Wellness & Preventative Care,Eating Right: Diet & Nutrition
631GC,Wellness & Preventative Care,Weight Management Services/MOVE! 
631GC,Wellness & Preventative Care,
631GD,Mental Health Care ,Outpatient Mental Health Care
631GD,Mental Health Care ,
631GD,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
631GD,Outpatient Medical Specialty Care,Diabetes
631GD,Outpatient Medical Specialty Care,Endocrinology
631GD,Outpatient Medical Specialty Care,Internal Medicine
631GD,Outpatient Medical Specialty Care,Neurology
631GD,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
631GD,Outpatient Medical Specialty Care,
631GD,Primary Care ,
631GD,Wellness & Preventative Care,Eating Right: Diet & Nutrition
631GD,Wellness & Preventative Care,Weight Management Services/MOVE! 
631GD,Wellness & Preventative Care,
631GE,Diagnostic Services,Imaging & Radiology
631GE,Diagnostic Services,Lab Services
631GE,Diagnostic Services,
631GE,Eye (Vision) Care,Optometry
631GE,Eye (Vision) Care,
631GE,Mental Health Care ,Outpatient Mental Health Care
631GE,Mental Health Care ,Outpatient Specialized Mental Health Care 
631GE,Mental Health Care ,
631GE,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
631GE,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
631GE,Outpatient Medical Specialty Care,Diabetes
631GE,Outpatient Medical Specialty Care,Endocrinology
631GE,Outpatient Medical Specialty Care,Internal Medicine
631GE,Outpatient Medical Specialty Care,Neurology
631GE,Outpatient Medical Specialty Care,Rheumatology/Arthritis
631GE,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
631GE,Outpatient Medical Specialty Care,
631GE,Outpatient Surgical Specialty Care , Podiatry
631GE,Outpatient Surgical Specialty Care ,Pain Management Clinic 
631GE,Outpatient Surgical Specialty Care ,
631GE,Primary Care ,
631GE,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
631GE,Rehabilitation Care & Services ,
631GE,Wellness & Preventative Care,Eating Right: Diet & Nutrition
631GE,Wellness & Preventative Care,Weight Management Services/MOVE! 
631GE,Wellness & Preventative Care,
631GF,Mental Health Care ,Outpatient Mental Health Care
631GF,Mental Health Care ,
631GF,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
631GF,Outpatient Medical Specialty Care,Diabetes
631GF,Outpatient Medical Specialty Care,Endocrinology
631GF,Outpatient Medical Specialty Care,Internal Medicine
631GF,Outpatient Medical Specialty Care,Neurology
631GF,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
631GF,Outpatient Medical Specialty Care,
631GF,Primary Care ,
631GF,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
631GF,Rehabilitation Care & Services ,
631GF,Wellness & Preventative Care,Eating Right: Diet & Nutrition
631GF,Wellness & Preventative Care,Weight Management Services/MOVE! 
631GF,Wellness & Preventative Care,
650,Audiology,
650,Dental Services ,
650,Diagnostic Services,Imaging & Radiology
650,Diagnostic Services,Lab Services
650,Diagnostic Services,Nuclear Medicine 
650,Diagnostic Services,
650,Extended Care ,Outpatient Geriatric Medicine
650,Extended Care ,
650,Eye (Vision) Care,Ophthalmology
650,Eye (Vision) Care,Optometry
650,Eye (Vision) Care,
650,Mental Health Care ,Outpatient Mental Health Care
650,Mental Health Care ,Outpatient Specialized Mental Health Care 
650,Mental Health Care ,Vocational Assistance (Vocational Counselling &/or
650,Mental Health Care ,
650,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
650,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
650,Outpatient Medical Specialty Care,Diabetes
650,Outpatient Medical Specialty Care,Dialysis & Dialysis Support Services 
650,Outpatient Medical Specialty Care,Endocrinology
650,Outpatient Medical Specialty Care,Gastroenterology
650,Outpatient Medical Specialty Care,Hematology (Blood) Services 
650,Outpatient Medical Specialty Care,Infectious Disease
650,Outpatient Medical Specialty Care,Internal Medicine
650,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
650,Outpatient Medical Specialty Care,Neurology
650,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
650,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
650,Outpatient Medical Specialty Care,Rheumatology/Arthritis
650,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
650,Outpatient Medical Specialty Care,
650,Outpatient Surgical Specialty Care , Podiatry
650,Outpatient Surgical Specialty Care ,ENT (Ears/Nose/Throat)
650,Outpatient Surgical Specialty Care ,General Surgery
650,Outpatient Surgical Specialty Care ,Gynecology
650,Outpatient Surgical Specialty Care ,Ophthalmology
650,Outpatient Surgical Specialty Care ,Orthopedics
650,Outpatient Surgical Specialty Care ,Pain Management Clinic 
650,Outpatient Surgical Specialty Care ,Plastic Surgery
650,Outpatient Surgical Specialty Care ,Thoracic Surgery
650,Outpatient Surgical Specialty Care ,Urology
650,Outpatient Surgical Specialty Care ,Vascular Surgery
650,Outpatient Surgical Specialty Care ,
650,Primary Care ,
650,Rehabilitation Care & Services ,Amputation System of Care Services
650,Rehabilitation Care & Services ,Audiology
650,Rehabilitation Care & Services ,Compensated Work Therapy
650,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
650,Rehabilitation Care & Services ,Poly-trauma/Traumatic Brain Injury (TBI)
650,Rehabilitation Care & Services  ,Prosthetic Services & Sensory Aids
650,Rehabilitation Care & Services ,Speech Pathology
650,Rehabilitation Care & Services ,Spinal Cord Injury
650,Rehabilitation Care & Services ,
650,Wellness & Preventative Care,Eating Right: Diet & Nutrition
650,Wellness & Preventative Care,Weight Management Services/MOVE! 
650,Wellness & Preventative Care,
650GA,Audiology,
650GA,Mental Health Care ,Outpatient Mental Health Care
650GA,Mental Health Care ,
650GA,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
650GA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
650GA,Outpatient Medical Specialty Care,Neurology
650GA,Outpatient Medical Specialty Care,
650GA,Primary Care ,
650GA,Rehabilitation Care & Services ,Audiology
650GA,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
650GA,Rehabilitation Care & Services ,Poly-trauma/Traumatic Brain Injury (TBI)
650GA,Rehabilitation Care & Services ,
650GA,Wellness & Preventative Care,Eating Right: Diet & Nutrition
650GA,Wellness & Preventative Care,
650GB,Mental Health Care ,Outpatient Mental Health Care
650GB,Mental Health Care ,
650GB,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
650GB,Outpatient Medical Specialty Care,Neurology
650GB,Outpatient Medical Specialty Care,
650GB,Outpatient Surgical Specialty Care ,Pain Management Clinic 
650GB,Outpatient Surgical Specialty Care ,
650GB,Primary Care ,
650GB,Rehabilitation Care & Services ,Physical Medicine & Rehabilitation
650GB,Rehabilitation Care & Services ,
650GB,Wellness & Preventative Care,Eating Right: Diet & Nutrition
650GB,Wellness & Preventative Care,Weight Management Services/MOVE! 
650GB,Wellness & Preventative Care,
650GD,Mental Health Care ,Outpatient Mental Health Care
650GD,Mental Health Care ,
650GD,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
650GD,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
650GD,Outpatient Medical Specialty Care,
